question_id,question,prediction,ground_truth,source_url,question_type,latency_sec
7b047e66-b3b1-4fdf-827a-ce88482154a4,What was the name of the company that Coplan was involved in?,"An action potential (also known as a nerve impulse or ""spike"" when in a neuron) is a series of quick changes in voltage across a cell membrane. An action potential occurs when the membrane potential of a specific cell rapidly rises and falls. This ""depolarization"" (physically, a reversal of the polarization of the membrane) then causes adjacent locations to similarly depolarize. An action potential occurs in several types of excitable cells, which include animal cells like neurons and muscle cells, as well as some plant cells. Certain endocrine cells such as pancreatic beta cells, and certain cells of the anterior pituitary gland are also excitable cells. In neurons, an action potential is the first step in the chain of events leading to contraction. In beta cells of the pancreas, they provoke release of insulin. The temporal sequence of action potentials generated by a neuron is called its ""spike train"". A neuron that emits an action potential, or nerve impulse, is often said to ""fire"".","Polymarket. (born 1998) is an American entrepreneur and technologist, best known as the founder and chief executive officer (CEO) of Polymarket, a cryptocurrency-based prediction market. In October 2025, he became the world's youngest self-made billionaire according to the Bloomberg Billionaires Index, with a net worth of US$1.0 billion according to Forbes.",https://en.wikipedia.org/wiki/Shayne_Coplan,factual,51.801
d56b7574-2e21-48d9-a23b-8b1cecf263fa,What was the name of the company that Coplan founded?,"An action potential (also known as a nerve impulse or ""spike"" when in a neuron) is a series of quick changes in voltage across a cell membrane. An action potential occurs when the membrane potential of a specific cell rapidly rises and falls. This ""depolarization"" (physically, a reversal of the polarization of the membrane) then causes adjacent locations to similarly depolarize. An action potential occurs in several types of excitable cells, which include animal cells like neurons and muscle cells, as well as some plant cells. Certain endocrine cells such as pancreatic beta cells, and certain cells of the anterior pituitary gland are also excitable cells. In neurons, an action potential is the first step in the chain of events leading to contraction. In beta cells of the pancreas, they provoke release of insulin. The temporal sequence of action potentials generated by a neuron is called its ""spike train"". A neuron that emits an action potential, or nerve impulse, is often said to ""fire"".","Polymarket. (born 1998) is an American entrepreneur and technologist, best known as the founder and chief executive officer (CEO) of Polymarket, a cryptocurrency-based prediction market. In October 2025, he became the world's youngest self-made billionaire according to the Bloomberg Billionaires Index, with a net worth of US$1.0 billion according to Forbes.",https://en.wikipedia.org/wiki/Shayne_Coplan,comparative,50.303
b25899dc-2389-4c24-ac6f-00e50c77c7e3,Why did Coplan study computer science at New York University?,"An action potential (also known as a nerve impulse or ""spike"" when in a neuron) is a series of quick changes in voltage across a cell membrane. An action potential occurs when the membrane potential of a specific cell rapidly rises and falls. This ""depolarization"" (physically, a reversal of the polarization of the membrane) then causes adjacent locations to similarly depolarize. An action potential occurs in several types of excitable cells, which include animal cells like neurons and muscle cells, as well as some plant cells. Certain endocrine cells such as pancreatic beta cells, and certain cells of the anterior pituitary gland are also excitable cells. In neurons, an action potential is the first step in the chain of events leading to contraction. In beta cells of the pancreas, they provoke release of insulin. The temporal sequence of action potentials generated by a neuron is called its ""spike train"". A neuron that emits an action potential, or nerve impulse, is often said to ""fire"".","to pursue his growing interest in blockchain technology and prediction markets. Coplan studied computer science at New York University, but left during his freshman year to pursue his growing interest in blockchain technology and prediction markets. Coplan studied computer science at New York University, but left during his freshman year to pursue his growing interest in blockchain technology and prediction markets. Coplan studied computer science at New York University, but left during his freshman year to pursue his growing interest in blockchain technology and prediction markets.",https://en.wikipedia.org/wiki/Shayne_Coplan,inferential,50.382
457452c3-034c-49ea-badb-4e9e9a40f6f4,What is the name of the company that Coplan founded?,"An action potential (also known as a nerve impulse or ""spike"" when in a neuron) is a series of quick changes in voltage across a cell membrane. An action potential occurs when the membrane potential of a specific cell rapidly rises and falls. This ""depolarization"" (physically, a reversal of the polarization of the membrane) then causes adjacent locations to similarly depolarize. An action potential occurs in several types of excitable cells, which include animal cells like neurons and muscle cells, as well as some plant cells. Certain endocrine cells such as pancreatic beta cells, and certain cells of the anterior pituitary gland are also excitable cells. In neurons, an action potential is the first step in the chain of events leading to contraction. In beta cells of the pancreas, they provoke release of insulin. The temporal sequence of action potentials generated by a neuron is called its ""spike train"". A neuron that emits an action potential, or nerve impulse, is often said to ""fire"".","Polymarket. (born 1998) is an American entrepreneur and technologist, best known as the founder and chief executive officer (CEO) of Polymarket, a cryptocurrency-based prediction market. In October 2025, he became the world's youngest self-made billionaire according to the Bloomberg Billionaires Index, with a net worth of US$1.0 billion according to Forbes.",https://en.wikipedia.org/wiki/Shayne_Coplan,multi-hop,51.353
71fb4ff4-8a0f-45cb-bd5b-da0e9d34486b,What is the term used loosely to refer to the entire learning algorithm?,"An action potential (also known as a nerve impulse or ""spike"" when in a neuron) is a series of quick changes in voltage across a cell membrane. An action potential occurs when the membrane potential of a specific cell rapidly rises and falls. This ""depolarization"" (physically, a reversal of the polarization of the membrane) then causes adjacent locations to similarly depolarize. An action potential occurs in several types of excitable cells, which include animal cells like neurons and muscle cells, as well as some plant cells. Certain endocrine cells such as pancreatic beta cells, and certain cells of the anterior pituitary gland are also excitable cells. In neurons, an action potential is the first step in the chain of events leading to contraction. In beta cells of the pancreas, they provoke release of insulin. The temporal sequence of action potentials generated by a neuron is called its ""spike train"". A neuron that emits an action potential, or nerve impulse, is often said to ""fire"".","backpropagation. (Strictly speaking, the term backpropagation refers only to an algorithm for efficiently computing the gradient, not how the gradient is used; but the term is often used loosely to refer to the entire learning algorithm.) (Strictly speaking, the term backpropagation refers only to an algorithm for efficiently computing the gradient, not how the gradient is used; but the term is often used loosely to refer to the entire learning algorithm.",https://en.wikipedia.org/wiki/Backpropagation,factual,49.6
68d52c15-5bbb-4968-94a0-303adb6bddaa,What is the difference between the two methods of backpropagation?,"An action potential (also known as a nerve impulse or ""spike"" when in a neuron) is a series of quick changes in voltage across a cell membrane. An action potential occurs when the membrane potential of a specific cell rapidly rises and falls. This ""depolarization"" (physically, a reversal of the polarization of the membrane) then causes adjacent locations to similarly depolarize. An action potential occurs in several types of excitable cells, which include animal cells like neurons and muscle cells, as well as some plant cells. Certain endocrine cells such as pancreatic beta cells, and certain cells of the anterior pituitary gland are also excitable cells. In neurons, an action potential is the first step in the chain of events leading to contraction. In beta cells of the pancreas, they provoke release of insulin. The temporal sequence of action potentials generated by a neuron is called its ""spike train"". A neuron that emits an action potential, or nerve impulse, is often said to ""fire"".","Backpropagation computes the gradient of a loss function with respect to the weights of the network for a single input–output example, and does so efficiently, computing the gradient one layer at a time, iterating backward from the last layer to avoid redundant calculations of intermediate terms in the chain rule; this can be derived through dynamic programming. Strictly speaking, the term backpropagation refers only to an algorithm for efficiently computing the gradient, not how the gradient is used; but the term is often used loosely to refer to the entire learning algorithm.",https://en.wikipedia.org/wiki/Backpropagation,comparative,48.651
343ccdd7-8f6a-4d26-96e1-a4002c8439ef,How does backpropagation compute the gradient of a loss function?,"An action potential (also known as a nerve impulse or ""spike"" when in a neuron) is a series of quick changes in voltage across a cell membrane. An action potential occurs when the membrane potential of a specific cell rapidly rises and falls. This ""depolarization"" (physically, a reversal of the polarization of the membrane) then causes adjacent locations to similarly depolarize. An action potential occurs in several types of excitable cells, which include animal cells like neurons and muscle cells, as well as some plant cells. Certain endocrine cells such as pancreatic beta cells, and certain cells of the anterior pituitary gland are also excitable cells. In neurons, an action potential is the first step in the chain of events leading to contraction. In beta cells of the pancreas, they provoke release of insulin. The temporal sequence of action potentials generated by a neuron is called its ""spike train"". A neuron that emits an action potential, or nerve impulse, is often said to ""fire"".","iterating backward from the last layer to avoid redundant calculations of intermediate terms in the chain rule. Backpropagation computes the gradient in weight space of a feedforward neural network, with respect to a loss function. Backpropagation computes the gradient in weight space of a feedforward neural network, with respect to a loss function. Backpropagation computes the gradient in weight space of a feedforward neural network, with respect to a loss function.",https://en.wikipedia.org/wiki/Backpropagation,inferential,49.497
3677fa45-793e-4b11-9c90-50cdf646ecf0,What is the term for the algorithm for efficiently computing the gradient?,"An action potential (also known as a nerve impulse or ""spike"" when in a neuron) is a series of quick changes in voltage across a cell membrane. An action potential occurs when the membrane potential of a specific cell rapidly rises and falls. This ""depolarization"" (physically, a reversal of the polarization of the membrane) then causes adjacent locations to similarly depolarize. An action potential occurs in several types of excitable cells, which include animal cells like neurons and muscle cells, as well as some plant cells. Certain endocrine cells such as pancreatic beta cells, and certain cells of the anterior pituitary gland are also excitable cells. In neurons, an action potential is the first step in the chain of events leading to contraction. In beta cells of the pancreas, they provoke release of insulin. The temporal sequence of action potentials generated by a neuron is called its ""spike train"". A neuron that emits an action potential, or nerve impulse, is often said to ""fire"".","backpropagation. (Strictly speaking, the term backpropagation refers only to an algorithm for efficiently computing the gradient, not how the gradient is used; but the term is often used loosely to refer to the entire learning algorithm.) Backpropagation computes the gradient of a loss function with respect to the weights of the network for a single input–output example, and does so efficiently, computing the gradient one layer at a time, iterating backward from the last layer to avoid redundant calculations of intermediate terms in the chain rule",https://en.wikipedia.org/wiki/Backpropagation,multi-hop,50.799
a83c793d-f975-40c9-8e71-0f6e1f336697,What was the name of the journal that Szebehely worked with?,"An action potential (also known as a nerve impulse or ""spike"" when in a neuron) is a series of quick changes in voltage across a cell membrane. An action potential occurs when the membrane potential of a specific cell rapidly rises and falls. This ""depolarization"" (physically, a reversal of the polarization of the membrane) then causes adjacent locations to similarly depolarize. An action potential occurs in several types of excitable cells, which include animal cells like neurons and muscle cells, as well as some plant cells. Certain endocrine cells such as pancreatic beta cells, and certain cells of the anterior pituitary gland are also excitable cells. In neurons, an action potential is the first step in the chain of events leading to contraction. In beta cells of the pancreas, they provoke release of insulin. The temporal sequence of action potentials generated by a neuron is called its ""spike train"". A neuron that emits an action potential, or nerve impulse, is often said to ""fire"".","Celestial Mechanics. (In the September and October 1977 issues of the journal Celestial Mechanics, volume 16, an equation used to determine the gravitational potential of the Earth, planets, satellites, and galaxies was named ""Szebehely's equation""). He worked with General Electric, Yale University, the Royal Netherlands Navy, the United States Air Force, NASA, and the University of Texas at Austin.",https://en.wikipedia.org/wiki/Victor_Szebehely,factual,53.391
28fd7bad-cf3c-4082-9a9d-6a0b28115799,What was the name of the journal that Szebehely worked with?,"An action potential (also known as a nerve impulse or ""spike"" when in a neuron) is a series of quick changes in voltage across a cell membrane. An action potential occurs when the membrane potential of a specific cell rapidly rises and falls. This ""depolarization"" (physically, a reversal of the polarization of the membrane) then causes adjacent locations to similarly depolarize. An action potential occurs in several types of excitable cells, which include animal cells like neurons and muscle cells, as well as some plant cells. Certain endocrine cells such as pancreatic beta cells, and certain cells of the anterior pituitary gland are also excitable cells. In neurons, an action potential is the first step in the chain of events leading to contraction. In beta cells of the pancreas, they provoke release of insulin. The temporal sequence of action potentials generated by a neuron is called its ""spike train"". A neuron that emits an action potential, or nerve impulse, is often said to ""fire"".","Celestial Mechanics. (In the September and October 1977 issues of the journal Celestial Mechanics, volume 16, an equation used to determine the gravitational potential of the Earth, planets, satellites, and galaxies was named ""Szebehely's equation""). He worked with General Electric, Yale University, the Royal Netherlands Navy, the United States Air Force, NASA, and the University of Texas at Austin.",https://en.wikipedia.org/wiki/Victor_Szebehely,comparative,56.26
4bba775b-033e-4513-a7a8-d2214c72ef3b,How many years after graduating from the Budapest University of Technolog did Victor G. Szebehely graduate from the Budapest University of Technolog?,"An action potential (also known as a nerve impulse or ""spike"" when in a neuron) is a series of quick changes in voltage across a cell membrane. An action potential occurs when the membrane potential of a specific cell rapidly rises and falls. This ""depolarization"" (physically, a reversal of the polarization of the membrane) then causes adjacent locations to similarly depolarize. An action potential occurs in several types of excitable cells, which include animal cells like neurons and muscle cells, as well as some plant cells. Certain endocrine cells such as pancreatic beta cells, and certain cells of the anterior pituitary gland are also excitable cells. In neurons, an action potential is the first step in the chain of events leading to contraction. In beta cells of the pancreas, they provoke release of insulin. The temporal sequence of action potentials generated by a neuron is called its ""spike train"". A neuron that emits an action potential, or nerve impulse, is often said to ""fire"".","2 years.. (Source 1] Victor G. Szebehely (August 21, 1921 – September 13, 1997) was a key figure in the development and success of the Apollo program. In 1944 he graduated as an engineer from the Budapest University of Technology and Economics. Because of the threatening communist take over he went to the United States in 1947 and became a naturalized citizen in 1956.",https://en.wikipedia.org/wiki/Victor_Szebehely,inferential,54.869
56e03986-4483-4826-90fd-7a6e90ca4993,What was the name of the journal that Szebehely worked on?,"An action potential (also known as a nerve impulse or ""spike"" when in a neuron) is a series of quick changes in voltage across a cell membrane. An action potential occurs when the membrane potential of a specific cell rapidly rises and falls. This ""depolarization"" (physically, a reversal of the polarization of the membrane) then causes adjacent locations to similarly depolarize. An action potential occurs in several types of excitable cells, which include animal cells like neurons and muscle cells, as well as some plant cells. Certain endocrine cells such as pancreatic beta cells, and certain cells of the anterior pituitary gland are also excitable cells. In neurons, an action potential is the first step in the chain of events leading to contraction. In beta cells of the pancreas, they provoke release of insulin. The temporal sequence of action potentials generated by a neuron is called its ""spike train"". A neuron that emits an action potential, or nerve impulse, is often said to ""fire"".","Celestial Mechanics. (In the September and October 1977 issues of the journal Celestial Mechanics, volume 16, an equation used to determine the gravitational potential of the Earth, planets, satellites, and galaxies was named ""Szebehely's equation""). He worked with General Electric, Yale University, the Royal Netherlands Navy, the United States Air Force, NASA, and the University of Texas at Austin.",https://en.wikipedia.org/wiki/Victor_Szebehely,multi-hop,57.096
ae397eb8-531b-4d3c-b533-7c38bfb860a4,What is the purpose of a kitchen sink regression?,"An action potential (also known as a nerve impulse or ""spike"" when in a neuron) is a series of quick changes in voltage across a cell membrane. An action potential occurs when the membrane potential of a specific cell rapidly rises and falls. This ""depolarization"" (physically, a reversal of the polarization of the membrane) then causes adjacent locations to similarly depolarize. An action potential occurs in several types of excitable cells, which include animal cells like neurons and muscle cells, as well as some plant cells. Certain endocrine cells such as pancreatic beta cells, and certain cells of the anterior pituitary gland are also excitable cells. In neurons, an action potential is the first step in the chain of events leading to contraction. In beta cells of the pancreas, they provoke release of insulin. The temporal sequence of action potentials generated by a neuron is called its ""spike train"". A neuron that emits an action potential, or nerve impulse, is often said to ""fire"".","to attempt to explain variance in a dependent variable. [Source 1] Pejoratively, a kitchen sink regression is a statistical regression which uses a long list of possible independent variables to attempt to explain variance in a dependent variable. In economics, psychology, and other social sciences, regression analysis is typically used deductively to test hypotheses, but a kitchen sink regression does not follow this norm. Instead, the analyst throws ""everything but the kitchen sink"" into the regression in hopes of finding some statistical pattern.",https://en.wikipedia.org/wiki/Kitchen_sink_regression,factual,56.502
238fee40-d6be-4622-829e-e0c0bbd12879,What is the difference between a kitchen sink regression and a statistical regression?,"An action potential (also known as a nerve impulse or ""spike"" when in a neuron) is a series of quick changes in voltage across a cell membrane. An action potential occurs when the membrane potential of a specific cell rapidly rises and falls. This ""depolarization"" (physically, a reversal of the polarization of the membrane) then causes adjacent locations to similarly depolarize. An action potential occurs in several types of excitable cells, which include animal cells like neurons and muscle cells, as well as some plant cells. Certain endocrine cells such as pancreatic beta cells, and certain cells of the anterior pituitary gland are also excitable cells. In neurons, an action potential is the first step in the chain of events leading to contraction. In beta cells of the pancreas, they provoke release of insulin. The temporal sequence of action potentials generated by a neuron is called its ""spike train"". A neuron that emits an action potential, or nerve impulse, is often said to ""fire"".","a kitchen sink regression is a statistical regression which uses a long list of possible independent variables to attempt to explain variance in a dependent variable. In economics, psychology, and other social sciences, regression analysis is typically used deductively to test hypotheses, but a kitchen sink regression does not follow this norm. Instead, the analyst throws ""everything but the kitchen sink"" into the regression in hopes of finding some statistical pattern.",https://en.wikipedia.org/wiki/Kitchen_sink_regression,comparative,56.162
5203fe50-26f0-457f-9889-ea74dbdd3713,Why does a kitchen sink regression often lead to overfitting?,"An action potential (also known as a nerve impulse or ""spike"" when in a neuron) is a series of quick changes in voltage across a cell membrane. An action potential occurs when the membrane potential of a specific cell rapidly rises and falls. This ""depolarization"" (physically, a reversal of the polarization of the membrane) then causes adjacent locations to similarly depolarize. An action potential occurs in several types of excitable cells, which include animal cells like neurons and muscle cells, as well as some plant cells. Certain endocrine cells such as pancreatic beta cells, and certain cells of the anterior pituitary gland are also excitable cells. In neurons, an action potential is the first step in the chain of events leading to contraction. In beta cells of the pancreas, they provoke release of insulin. The temporal sequence of action potentials generated by a neuron is called its ""spike train"". A neuron that emits an action potential, or nerve impulse, is often said to ""fire"".","the more independent variables are included in a regression, the greater the probability that one or more will be found to be statistically significant while in fact having no causal effect on the dependent variable as an implication of the definition of confidence intervals. The reason for this is that the more independent variables are included in a regression, the greater the probability that one or more will be found to be statistically significant while in fact having no causal effect on the dependent variable as an implication of the definition of confidence intervals",https://en.wikipedia.org/wiki/Kitchen_sink_regression,inferential,56.397
6f4d8a3c-bfd1-4244-a020-1480d10d2d84,What is a kitchen sink regression?,"An action potential (also known as a nerve impulse or ""spike"" when in a neuron) is a series of quick changes in voltage across a cell membrane. An action potential occurs when the membrane potential of a specific cell rapidly rises and falls. This ""depolarization"" (physically, a reversal of the polarization of the membrane) then causes adjacent locations to similarly depolarize. An action potential occurs in several types of excitable cells, which include animal cells like neurons and muscle cells, as well as some plant cells. Certain endocrine cells such as pancreatic beta cells, and certain cells of the anterior pituitary gland are also excitable cells. In neurons, an action potential is the first step in the chain of events leading to contraction. In beta cells of the pancreas, they provoke release of insulin. The temporal sequence of action potentials generated by a neuron is called its ""spike train"". A neuron that emits an action potential, or nerve impulse, is often said to ""fire"".","a statistical regression which uses a long list of possible independent variables to attempt to explain variance in a dependent variable. [Source 1] Pejoratively, a kitchen sink regression is a statistical regression which uses a long list of possible independent variables to attempt to explain variance in a dependent variable. In economics, psychology, and other social sciences, regression analysis is typically used deductively to test hypotheses, but a kitchen sink regression does not follow this norm. Instead, the analyst throws ""everything but the kitchen sink"" into the regression in hopes of finding some statistical pattern.",https://en.wikipedia.org/wiki/Kitchen_sink_regression,multi-hop,55.891
911beb2d-fcd4-4161-aa5e-0423368f7651,What is the name of the god that reassures Hákon?,"An action potential (also known as a nerve impulse or ""spike"" when in a neuron) is a series of quick changes in voltage across a cell membrane. An action potential occurs when the membrane potential of a specific cell rapidly rises and falls. This ""depolarization"" (physically, a reversal of the polarization of the membrane) then causes adjacent locations to similarly depolarize. An action potential occurs in several types of excitable cells, which include animal cells like neurons and muscle cells, as well as some plant cells. Certain endocrine cells such as pancreatic beta cells, and certain cells of the anterior pituitary gland are also excitable cells. In neurons, an action potential is the first step in the chain of events leading to contraction. In beta cells of the pancreas, they provoke release of insulin. The temporal sequence of action potentials generated by a neuron is called its ""spike train"". A neuron that emits an action potential, or nerve impulse, is often said to ""fire"".","Bragi. (14). Hákon expresses his fear of Odin's intentions, but Bragi reassures him that he is in good standing (15–16). Hákon then declares that he will keep his armour on, since a warrior must always be ready for war (17); he is then bid welcome by all Norse gods as thanks for his reverence for pagan shrines (18).",https://en.wikipedia.org/wiki/H%C3%A1konarm%C3%A1l,factual,56.783
a81aba3e-1177-4a60-b45a-2979742c261e,What is the difference between the poem and the poem that is considered to be of great beauty?,"An action potential (also known as a nerve impulse or ""spike"" when in a neuron) is a series of quick changes in voltage across a cell membrane. An action potential occurs when the membrane potential of a specific cell rapidly rises and falls. This ""depolarization"" (physically, a reversal of the polarization of the membrane) then causes adjacent locations to similarly depolarize. An action potential occurs in several types of excitable cells, which include animal cells like neurons and muscle cells, as well as some plant cells. Certain endocrine cells such as pancreatic beta cells, and certain cells of the anterior pituitary gland are also excitable cells. In neurons, an action potential is the first step in the chain of events leading to contraction. In beta cells of the pancreas, they provoke release of insulin. The temporal sequence of action potentials generated by a neuron is called its ""spike train"". A neuron that emits an action potential, or nerve impulse, is often said to ""fire"".",The poem is preserved in its entirety and is considered to be of great beauty. The poem is intended to depict the Christian Hákon as a friend to the pagan gods. The poem is preserved in its entirety and is considered to be of great beauty. The poem is intended to depict the Christian Hákon as a friend to the pagan gods. The poem is preserved in its entirety and is considered to be of great beauty.,https://en.wikipedia.org/wiki/H%C3%A1konarm%C3%A1l,comparative,55.113
adad2e2a-520e-4f3f-a039-8444ef33649b,Why did Hákon return to Valhalla?,"An action potential (also known as a nerve impulse or ""spike"" when in a neuron) is a series of quick changes in voltage across a cell membrane. An action potential occurs when the membrane potential of a specific cell rapidly rises and falls. This ""depolarization"" (physically, a reversal of the polarization of the membrane) then causes adjacent locations to similarly depolarize. An action potential occurs in several types of excitable cells, which include animal cells like neurons and muscle cells, as well as some plant cells. Certain endocrine cells such as pancreatic beta cells, and certain cells of the anterior pituitary gland are also excitable cells. In neurons, an action potential is the first step in the chain of events leading to contraction. In beta cells of the pancreas, they provoke release of insulin. The temporal sequence of action potentials generated by a neuron is called its ""spike train"". A neuron that emits an action potential, or nerve impulse, is often said to ""fire"".",the fall of Hákon’s army. (Original: 'The Song of Hákon') is a skaldic poem which the skald Eyvindr skáldaspillir composed about the fall of the Norwegian king Hákon the Good at the battle of Fitjar and his reception in Valhalla.,https://en.wikipedia.org/wiki/H%C3%A1konarm%C3%A1l,inferential,57.082
dea8c2ed-89ff-4954-8651-810d0daceabb,What is the name of the poem that is considered to be of great beauty?,"An action potential (also known as a nerve impulse or ""spike"" when in a neuron) is a series of quick changes in voltage across a cell membrane. An action potential occurs when the membrane potential of a specific cell rapidly rises and falls. This ""depolarization"" (physically, a reversal of the polarization of the membrane) then causes adjacent locations to similarly depolarize. An action potential occurs in several types of excitable cells, which include animal cells like neurons and muscle cells, as well as some plant cells. Certain endocrine cells such as pancreatic beta cells, and certain cells of the anterior pituitary gland are also excitable cells. In neurons, an action potential is the first step in the chain of events leading to contraction. In beta cells of the pancreas, they provoke release of insulin. The temporal sequence of action potentials generated by a neuron is called its ""spike train"". A neuron that emits an action potential, or nerve impulse, is often said to ""fire"".",Hákonarmál. (Old Norse: 'The Song of Hákon') is a skaldic poem which the skald Eyvindr skáldaspillir composed about the fall of the Norwegian king Hákon the Good at the battle of Fitjar and his reception in Valhalla. This poem emulates the approximately seven years older Eirksmál and is intended to depict the Christian Hákon as a friend to the pagan gods. The poem is preserved in its entirety and is considered to be of great beauty.,https://en.wikipedia.org/wiki/H%C3%A1konarm%C3%A1l,multi-hop,56.865
4b2f3f0e-4641-4633-a441-7ca7857cd069,What is the rector's position?,"An action potential (also known as a nerve impulse or ""spike"" when in a neuron) is a series of quick changes in voltage across a cell membrane. An action potential occurs when the membrane potential of a specific cell rapidly rises and falls. This ""depolarization"" (physically, a reversal of the polarization of the membrane) then causes adjacent locations to similarly depolarize. An action potential occurs in several types of excitable cells, which include animal cells like neurons and muscle cells, as well as some plant cells. Certain endocrine cells such as pancreatic beta cells, and certain cells of the anterior pituitary gland are also excitable cells. In neurons, an action potential is the first step in the chain of events leading to contraction. In beta cells of the pancreas, they provoke release of insulin. The temporal sequence of action potentials generated by a neuron is called its ""spike train"". A neuron that emits an action potential, or nerve impulse, is often said to ""fire"".","elected by the matriculated students of the University of Dundee. [Source 1] The rector of the University of Dundee is elected by the matriculated students of the University of Dundee. From 1967 (when the university gained independence from the University of St. Andrews) to 2010, the rector was automatically a full member of the University Court (the university governing body).",https://en.wikipedia.org/wiki/Rector_of_the_University_of_Dundee,factual,56.394
f89abd4e-30fc-43cf-b494-67f2fcf5ad27,What year was the rector elected?,"An action potential (also known as a nerve impulse or ""spike"" when in a neuron) is a series of quick changes in voltage across a cell membrane. An action potential occurs when the membrane potential of a specific cell rapidly rises and falls. This ""depolarization"" (physically, a reversal of the polarization of the membrane) then causes adjacent locations to similarly depolarize. An action potential occurs in several types of excitable cells, which include animal cells like neurons and muscle cells, as well as some plant cells. Certain endocrine cells such as pancreatic beta cells, and certain cells of the anterior pituitary gland are also excitable cells. In neurons, an action potential is the first step in the chain of events leading to contraction. In beta cells of the pancreas, they provoke release of insulin. The temporal sequence of action potentials generated by a neuron is called its ""spike train"". A neuron that emits an action potential, or nerve impulse, is often said to ""fire"".","2019 and was formally installed as rector in a ceremony held on 9 September 2019. The present holder of the position is Keith Harris, an alumnus of the university who was elected to the position in 2021. He succeeded the broadcaster Jim Spence, who was elected to the position in 2021. He succeeded the broadcaster Jim Spence, who was elected in 2019 and was formally installed as rector in a ceremony held on 9 September 2019.",https://en.wikipedia.org/wiki/Rector_of_the_University_of_Dundee,comparative,56.76
a5a85783-2a1f-4142-b12a-512596735f6d,How many years after the rector was elected was he appointed as rector?,"An action potential (also known as a nerve impulse or ""spike"" when in a neuron) is a series of quick changes in voltage across a cell membrane. An action potential occurs when the membrane potential of a specific cell rapidly rises and falls. This ""depolarization"" (physically, a reversal of the polarization of the membrane) then causes adjacent locations to similarly depolarize. An action potential occurs in several types of excitable cells, which include animal cells like neurons and muscle cells, as well as some plant cells. Certain endocrine cells such as pancreatic beta cells, and certain cells of the anterior pituitary gland are also excitable cells. In neurons, an action potential is the first step in the chain of events leading to contraction. In beta cells of the pancreas, they provoke release of insulin. The temporal sequence of action potentials generated by a neuron is called its ""spike train"". A neuron that emits an action potential, or nerve impulse, is often said to ""fire"".",3 years. (Source 1). (Source 2). (Source 3). (Source 4). (Source 5). (Source 6). (Source 7). (Source 8). (Source 9). (Source 10). (Source 11). (Source 12). (Source 13). (Source 14). (Source 15). (Source 16). (Source 17). (Source 18). (Source 19). (Source 20). (Source 21). (Source 22). (Source 23). (Source 23). (Source 23). (Source 23). (Source 23). (Source 24). (Source 25). (Source 26). (Source 27). (Source 26). (Source 27). (Source 26). (Source 27). (Source 26). (Source 27). (Source 26). (Source 27). (Source 26). (Source 27). (Source 26). (Source 27). (Source 26). (Source 27). (Source 26). (Source 27). (Source 26). (Source 27). (Source 26). (Source 27). (Source 26). (Source 27). (Source 26). (,https://en.wikipedia.org/wiki/Rector_of_the_University_of_Dundee,inferential,51.675
dd0bea56-da25-4366-b232-124b3553d27f,What is the term for the rector of the University of Dundee?,"An action potential (also known as a nerve impulse or ""spike"" when in a neuron) is a series of quick changes in voltage across a cell membrane. An action potential occurs when the membrane potential of a specific cell rapidly rises and falls. This ""depolarization"" (physically, a reversal of the polarization of the membrane) then causes adjacent locations to similarly depolarize. An action potential occurs in several types of excitable cells, which include animal cells like neurons and muscle cells, as well as some plant cells. Certain endocrine cells such as pancreatic beta cells, and certain cells of the anterior pituitary gland are also excitable cells. In neurons, an action potential is the first step in the chain of events leading to contraction. In beta cells of the pancreas, they provoke release of insulin. The temporal sequence of action potentials generated by a neuron is called its ""spike train"". A neuron that emits an action potential, or nerve impulse, is often said to ""fire"".","elected by the matriculated students of the University of Dundee. [Source 1] The rector of the University of Dundee is elected by the matriculated students of the University of Dundee. From 1967 (when the university gained independence from the University of St. Andrews) to 2010, the rector was automatically a full member of the University Court (the university governing body).",https://en.wikipedia.org/wiki/Rector_of_the_University_of_Dundee,multi-hop,55.12
4838559e-9fb5-44fb-93db-daf4f3829063,What is the name of the charity that has planted over 68 million trees since 1972?,"An action potential (also known as a nerve impulse or ""spike"" when in a neuron) is a series of quick changes in voltage across a cell membrane. An action potential occurs when the membrane potential of a specific cell rapidly rises and falls. This ""depolarization"" (physically, a reversal of the polarization of the membrane) then causes adjacent locations to similarly depolarize. An action potential occurs in several types of excitable cells, which include animal cells like neurons and muscle cells, as well as some plant cells. Certain endocrine cells such as pancreatic beta cells, and certain cells of the anterior pituitary gland are also excitable cells. In neurons, an action potential is the first step in the chain of events leading to contraction. In beta cells of the pancreas, they provoke release of insulin. The temporal sequence of action potentials generated by a neuron is called its ""spike train"". A neuron that emits an action potential, or nerve impulse, is often said to ""fire"".",The Woodland Trust. [Source 1] The Woodland Trust. [Source 2] The Woodland Trust. [Source 3] The Woodland Trust. [Source 4] The Woodland Trust. [Source 5] The Woodland Trust. [Source 6] The Woodland Trust. [Source 7] The Woodland Trust. [Source 8] The Woodland Trust. [Source 9] The Woodland Trust. [Source 10] The Woodland Trust.,https://en.wikipedia.org/wiki/Woodland_Trust,factual,55.543
